UID,id,instructorId,termId,schoolCode,number,section,type,name,instructorName
40986-515-87,40986,515,87,CS,7400,01,Lecture,Int Principle Programming Lang,William Clinger
41218-2604-87,41218,2604,87,CS,7485,01,Lecture,Special Topics: Formal Methods,Pete Manolios
39093-532-87,39093,532,87,CS,7600,01,Lecture,Intensive Computer Systems,Gene Cooperman
40984-2748-87,40984,2748,87,CS,7610,01,Lecture,Foundation Distributed Systems,Cristina Nita-Rotaru
38369-3093-87,38369,3093,87,CS,7800,01,Lecture,Advanced Algorithms,Huy Nguyen
40862-3130-87,40862,3130,87,CS,2000,01,Lecture,Programming with Data,Byron Wallace
40863-3664-87,40863,3664,87,CS,2000,02,Lecture,Programming with Data,Nathaniel Derbinsky
40869-3130-87,40869,3130,87,CS,2001,01,Lab,Practicum for DS 2000,Byron Wallace
40869-3664-87,40869,3664,87,CS,2001,01,Lab,Practicum for DS 2000,Nathaniel Derbinsky
40870-4183-87,40870,4183,87,CS,2001,02,Lab,Practicum for DS 2000,John Philip
40870-3528-87,40870,3528,87,CS,2001,02,Lab,Practicum for DS 2000,Laura Nelson
40871-4296-87,40871,4296,87,CS,2001,03,Lab,Practicum for DS 2000,Samuel Judge
40872-972-87,40872,972,87,CS,2001,04,Lab,Practicum for DS 2000,Stephen Intille
39963-1571-87,39963,1571,87,CS,4100,01,Lecture,Data Collection  Analysis,Kathleen Durant
40226-3475-87,40226,3475,87,CS,4300,01,Lecture,Large-Scale Storage/Retrieval,John Rachlin
40227-3136-87,40227,3136,87,CS,4400,01,Lecture,Machine Learning/Data Mining 1,Alina Oprea
40990-3097-87,40990,3097,87,CS,4420,01,Lecture,Machine Learning/Data Mining 2,Jan-Willem Van De Meent
40395-3423-87,40395,3423,87,CS,5010,01,Lecture,Intro to Programming for DS,Vidoje Mihajlovikj
40400-4257-87,40400,4257,87,CS,5020,01,Lecture,Intro Linear Algebra  Prob,Naga Venkata Lakshmi Sandeep Inampudi
40396-3570-87,40396,3570,87,CS,5110,01,Lecture,Intro to Data Management,Kylie Bemis
40186-2405-87,40186,2405,87,CS,5220,01,Lecture,Supervised Machine Learning,Olga Vitek
40435-3097-87,40435,3097,87,CS,5230,01,Lecture,Unsupervised Machine Learning,Jan-Willem Van De Meent
40937-3088-87,40937,3088,87,CS,5500,01,Lecture,Info Viz in Data Science,Cody Scott
38600-3783-87,38600,3783,87,CS,5010,01,Lecture,Found of Information Assurance,Tasneem Nipplewala
38637-4304-87,38637,4304,87,CS,5010,02,Lecture,Found of Information Assurance,Sashank Narain
38856-1112-87,38856,1112,87,CS,5120,01,Lecture,Applied Cryptography,Joseph Rushanan
38601-3115-87,38601,3115,87,CS,5130,01,Lecture,Computer System Security,Jose Sierra
40049-3115-87,40049,3115,87,CS,5131,01,Lab,Lab for IA 5130,Jose Sierra
38960-825-87,38960,825,87,CS,5150,01,Lecture,Network Security Practices,Kevin Amorin
38961-825-87,38961,825,87,CS,5151,01,Lab,Lab for IA 5150,Kevin Amorin
38602-1006-87,38602,1006,87,CS,5200,01,Lecture,Security Risk Mgt  Assessment,Themis Papageorge
38857-3358-87,38857,3358,87,CS,5210,01,Lecture,Information System Forensics,Elton Booker
38858-3358-87,38858,3358,87,CS,5211,02,Lab,Lab for IA 5210,Elton Booker
40936-1006-87,40936,1006,87,CS,5250,01,Lecture,Decisn Makng: Crit Infrastruct,Themis Papageorge
41073-709-87,41073,709,87,CS,8660,01,Seminar,Research Project in Security,Guevara Noubir
38898-3423-87,38898,3423,87,CS,1500,01,Lecture,Intro to Web Development,Vidoje Mihajlovikj
38011-113-87,38011,113,87,CS,2000,01,Lecture,Principles Information Science,Timothy Bickmore
37743-2348-87,37743,2348,87,CS,4300,01,Lecture,Human Computer Interaction,David Sprague
37434-3373-86,37434,3373,86,CS,5001,07,Lecture,Intensive Foundations of CS,Philip Gust
37435-3373-86,37435,3373,86,CS,5003,10,Recitation/Discussion,Recitation for CS 5001,Philip Gust
37199-3423-84,37199,3423,84,CS,1100,01,Lecture,CS  Its Applications,Vidoje Mihajlovikj
37415-3475-84,37415,3475,84,CS,3200,01,Lecture,Database Design,John Rachlin
37303-1679-84,37303,1679,84,CS,4550,01,Lecture,Web Development,Jose Annunziato
37248-2309-84,37248,2309,84,CS,4800,01,Lecture,Algorithms  Data,Kevin Gold
37419-3373-84,37419,3373,84,CS,5006,01,Lecture,Algorithms,Philip Gust
37416-3666-84,37416,3666,84,CS,5007,01,Lecture,Computer Systems,Michael Shah
37418-3373-84,37418,3373,84,CS,5007,02,Lecture,Computer Systems,Philip Gust
37422-3885-84,37422,3885,84,CS,5007,03,Lecture,Computer Systems,Tiffani Williams
37314-1679-84,37314,1679,84,CS,5610,01,Lecture,Web Development,Jose Annunziato
37429-402-84,37429,402,84,CS,6200,01,Lecture,Information Retrieval,Virgil Pavlu
37001-3423-83,37001,3423,83,CS,5004,01,Lecture,Object-Oriented Design,Vidoje Mihajlovikj
37022-2906-83,37022,2906,83,CS,5004,02,Lecture,Object-Oriented Design,Tamara Bonaci
37059-3983-83,37059,3983,83,CS,5004,03,Lecture,Object-Oriented Design,Maria Jump
37002-3423-83,37002,3423,83,CS,5005,01,Recitation/Discussion,Recitation for CS 5004,Vidoje Mihajlovikj
37023-2906-83,37023,2906,83,CS,5005,02,Recitation/Discussion,Recitation for CS 5004,Tamara Bonaci
37060-3983-83,37060,3983,83,CS,5005,03,Recitation/Discussion,Recitation for CS 5004,Maria Jump
37024-3296-83,37024,3296,83,CS,5006,02,Lecture,Algorithms,Adrienne Slaughter
37024-3992-83,37024,3992,83,CS,5006,02,Lecture,Algorithms,Gui Gao
37024-3993-83,37024,3993,83,CS,5006,02,Lecture,Algorithms,Yi Jia
37024-3989-83,37024,3989,83,CS,5006,02,Lecture,Algorithms,Yoganand Chandrasekhar
37025-3296-83,37025,3296,83,CS,5007,02,Lecture,Computer Systems,Adrienne Slaughter
37025-3992-83,37025,3992,83,CS,5007,02,Lecture,Computer Systems,Gui Gao
37025-3993-83,37025,3993,83,CS,5007,02,Lecture,Computer Systems,Yi Jia
37025-3989-83,37025,3989,83,CS,5007,02,Lecture,Computer Systems,Yoganand Chandrasekhar
37072-3296-83,37072,3296,83,CS,5082,01,Lecture,Privacy/Security User Accounts,Adrienne Slaughter
37071-80-83,37071,80,83,CS,5083,01,Lecture,Software Prjct Mgmt with Scrum,Martin Schedlbauer
37003-1679-83,37003,1679,83,CS,5200,01,Lecture,Database Management Sys,Jose Annunziato
37026-2386-83,37026,2386,83,CS,5200,02,Lecture,Database Management Sys,Bruce Chhay
37026-3981-83,37026,3981,83,CS,5200,02,Lecture,Database Management Sys,Prakash Somasundaram
37026-3991-83,37026,3991,83,CS,5200,02,Lecture,Database Management Sys,Vinay Preet Singh
37026-3982-83,37026,3982,83,CS,5200,02,Lecture,Database Management Sys,Yan Luo
37035-3424-83,37035,3424,83,CS,5200,03,Lecture,Database Management Sys,Sara Arunagiri
37052-3475-83,37052,3475,83,CS,5200,04,Lecture,Database Management Sys,John Rachlin
37027-2693-83,37027,2693,83,CS,5500,01,Lecture,Managing Software Development,John Ewart
37027-3976-83,37027,3976,83,CS,5500,01,Lecture,Managing Software Development,Robert Munro
37054-241-83,37054,241,83,CS,5520,01,Lecture,Mobile Application Development,Daniel Feinberg
37004-3666-83,37004,3666,83,CS,5600,01,Lecture,Computer Systems,Michael Shah
37046-2113-83,37046,2113,83,CS,5600,02,Lecture,Computer Systems,Kapil Arya
37053-241-83,37053,241,83,CS,5610,01,Lecture,Web Development,Daniel Feinberg
37057-3987-83,37057,3987,83,CS,5610,02,Lecture,Web Development,Anthony Mullen
37028-1803-83,37028,1803,83,CS,5800,01,Lecture,Algorithms,Zhifeng Sun
37055-3373-83,37055,3373,83,CS,5800,02,Lecture,Algorithms,Philip Gust
37065-3990-83,37065,3990,83,CS,5964,01,Seminar,Experiential Project,Elizabeth Zampino
37051-3985-83,37051,3985,83,CS,6200,01,Lecture,Information Retrieval,Omar Alonso
37034-3091-83,37034,3091,83,CS,6220,01,Lecture,Data Mining Techniques,Everaldo Aguiar
37034-3988-83,37034,3988,83,CS,6220,01,Lecture,Data Mining Techniques,Reid Johnson
37043-3424-83,37043,3424,83,CS,6220,02,Lecture,Data Mining Techniques,Sara Arunagiri
37029-2477-83,37029,2477,83,CS,6949,01,Seminar,Grad Co-op Seminar,Francisco Mesch
37038-3905-83,37038,3905,83,CS,6949,02,Seminar,Grad Co-op Seminar,Ethan Selinger
37038-2473-83,37038,2473,83,CS,6949,02,Seminar,Grad Co-op Seminar,Kathleen Vander Laan
37039-2473-83,37039,2473,83,CS,6949,03,Seminar,Grad Co-op Seminar,Kathleen Vander Laan
37039-2475-83,37039,2475,83,CS,6949,03,Seminar,Grad Co-op Seminar,Smajl Cengic
37048-2906-83,37048,2906,83,CS,7290,01,Lecture,Special Topics in Data Science,Tamara Bonaci
37017-1787-83,37017,1787,83,CS,5040,01,Lecture,Intro Cyberspace Programming,Steven Abramson
37016-1112-83,37016,1112,83,CS,5120,01,Lecture,Applied Cryptography,Joseph Rushanan
37040-1802-83,37040,1802,83,CS,5240,01,Lecture,Cyberlaw,Kyle Courtney
36348-1427-82,36348,1427,82,CS,1100,01,Lecture,CS  Its Applications,Ghita Amor-Tijani
36636-1239-82,36636,1239,82,CS,2500,01,Lecture,Fundamentals of Computer Sci 1,Leena Razzaq
36432-3270-82,36432,3270,82,CS,2501,01,Lab,Lab for CS 2500,Rebecca MacKenzie
36522-3270-82,36522,3270,82,CS,2501,02,Lab,Lab for CS 2500,Rebecca MacKenzie
36349-2969-82,36349,2969,82,CS,2510,01,Lecture,Fundamentals of Computer Sci 2,Clark Freifeld
36734-1239-82,36734,1239,82,CS,2510,02,Lecture,Fundamentals of Computer Sci 2,Leena Razzaq
36350-3270-82,36350,3270,82,CS,2511,01,Lab,Lab for CS 2510,Rebecca MacKenzie
36462-3270-82,36462,3270,82,CS,2511,02,Lab,Lab for CS 2510,Rebecca MacKenzie
36463-2348-82,36463,2348,82,CS,2800,01,Lecture,Logic and Computation,David Sprague
36464-2348-82,36464,2348,82,CS,2801,01,Lab,Lab for CS 2800,David Sprague
36365-2749-82,36365,2749,82,CS,3500,01,Lecture,Object-Oriented Design,Amit Shesh
36727-3423-82,36727,3423,82,CS,3500,02,Lecture,Object-Oriented Design,Vidoje Mihajlovikj
36638-2309-82,36638,2309,82,CS,4100,01,Lecture,Artificial Intelligence,Kevin Gold
36535-1679-82,36535,1679,82,CS,4550,01,Lecture,Web Development,Jose Annunziato
36433-3311-82,36433,3311,82,CS,4800,01,Lecture,Algorithms  Data,Walter Schnyder
36746-3373-82,36746,3373,82,CS,5004,01,Lecture,Object-Oriented Design,Philip Gust
36748-3373-82,36748,3373,82,CS,5005,01,Recitation/Discussion,Recitation for CS 5004,Philip Gust
36741-1239-82,36741,1239,82,CS,5006,01,Lecture,Algorithms,Leena Razzaq
36750-3885-82,36750,3885,82,CS,5006,02,Lecture,Algorithms,Tiffani Williams
36611-2309-82,36611,2309,82,CS,5100,01,Lecture,Fndtns Artificial Intellegence,Kevin Gold
36526-1679-82,36526,1679,82,CS,5610,01,Lecture,Web Development,Jose Annunziato
36737-2749-82,36737,2749,82,CS,5800,01,Lecture,Algorithms,Amit Shesh
33716-577-75,33716,577,75,CS,1100,01,Lecture,CS  Its Applications,Karl Lieberherr
33717-1427-75,33717,1427,75,CS,1100,02,Lecture,CS  Its Applications,Ghita Amor-Tijani
33718-2348-75,33718,2348,75,CS,1100,03,Lecture,CS  Its Applications,David Sprague
33719-3423-75,33719,3423,75,CS,1100,04,Lecture,CS  Its Applications,Vidoje Mihajlovikj
33957-577-75,33957,577,75,CS,1100,05,Lecture,CS  Its Applications,Karl Lieberherr
34253-3423-75,34253,3423,75,CS,1100,06,Lecture,CS  Its Applications,Vidoje Mihajlovikj
34625-1427-75,34625,1427,75,CS,1100,07,Lecture,CS  Its Applications,Ghita Amor-Tijani
34862-577-75,34862,577,75,CS,1100,08,Lecture,CS  Its Applications,Karl Lieberherr
35186-2348-75,35186,2348,75,CS,1100,09,Lecture,CS  Its Applications,David Sprague
35187-3423-75,35187,3423,75,CS,1100,10,Lecture,CS  Its Applications,Vidoje Mihajlovikj
35188-577-75,35188,577,75,CS,1100,11,Lecture,CS  Its Applications,Karl Lieberherr
35189-3423-75,35189,3423,75,CS,1100,12,Lecture,CS  Its Applications,Vidoje Mihajlovikj
35190-1427-75,35190,1427,75,CS,1100,13,Lecture,CS  Its Applications,Ghita Amor-Tijani
35192-577-75,35192,577,75,CS,1100,14,Lecture,CS  Its Applications,Karl Lieberherr
35193-2348-75,35193,2348,75,CS,1100,15,Lecture,CS  Its Applications,David Sprague
35194-3423-75,35194,3423,75,CS,1100,16,Lecture,CS  Its Applications,Vidoje Mihajlovikj
35195-577-75,35195,577,75,CS,1100,17,Lecture,CS  Its Applications,Karl Lieberherr
35196-3423-75,35196,3423,75,CS,1100,18,Lecture,CS  Its Applications,Vidoje Mihajlovikj
34254-3665-75,34254,3665,75,CS,1200,01,Lecture,CS/IS Overview 1,Megan Giordano
35697-3746-75,35697,3746,75,CS,1200,02,Lecture,CS/IS Overview 1,Alexandra Ressing
35698-3463-75,35698,3463,75,CS,1200,03,Lecture,CS/IS Overview 1,Margaret Whitehead
33278-300-75,33278,300,75,CS,1210,01,Lecture,CS/IS Overview 2: Co-op Prep,Melissa Peikin
33277-3559-75,33277,3559,75,CS,1210,02,Lecture,CS/IS Overview 2: Co-op Prep,Priyanka Bishnoi
34626-2257-75,34626,2257,75,CS,1210,03,Lecture,CS/IS Overview 2: Co-op Prep,Yasmil Montes
34863-3530-75,34863,3530,75,CS,1210,04,Lecture,CS/IS Overview 2: Co-op Prep,Nathanael Lash
35699-3621-75,35699,3621,75,CS,1210,05,Lecture,CS/IS Overview 2: Co-op Prep,Brianne McDonough
33279-2309-75,33279,2309,75,CS,1800,01,Lecture,Discrete Structures,Kevin Gold
34627-3311-75,34627,3311,75,CS,1800,02,Lecture,Discrete Structures,Walter Schnyder
35700-3438-75,35700,3438,75,CS,1802,01,Seminar,Seminar for CS 1800,Or Beit Aharon
35701-3311-75,35701,3311,75,CS,1802,02,Seminar,Seminar for CS 1800,Walter Schnyder
35702-3438-75,35702,3438,75,CS,1802,03,Seminar,Seminar for CS 1800,Or Beit Aharon
35703-3438-75,35703,3438,75,CS,1802,04,Seminar,Seminar for CS 1800,Or Beit Aharon
35704-3311-75,35704,3311,75,CS,1802,05,Seminar,Seminar for CS 1800,Walter Schnyder
35705-3311-75,35705,3311,75,CS,1802,06,Seminar,Seminar for CS 1800,Walter Schnyder
35706-3438-75,35706,3438,75,CS,1802,07,Seminar,Seminar for CS 1800,Or Beit Aharon
35707-3311-75,35707,3311,75,CS,1802,08,Seminar,Seminar for CS 1800,Walter Schnyder
33170-1239-75,33170,1239,75,CS,2500,01,Lecture,Fundamentals of Computer Sci 1,Leena Razzaq
34255-2310-75,34255,2310,75,CS,2500,02,Lecture,Fundamentals of Computer Sci 1,Nada Naji
34730-3664-75,34730,3664,75,CS,2500,03,Lecture,Fundamentals of Computer Sci 1,Nathaniel Derbinsky
33169-3270-75,33169,3270,75,CS,2501,01,Lab,Lab for CS 2500,Rebecca MacKenzie
33918-3270-75,33918,3270,75,CS,2501,02,Lab,Lab for CS 2500,Rebecca MacKenzie
34209-3270-75,34209,3270,75,CS,2501,03,Lab,Lab for CS 2500,Rebecca MacKenzie
34628-3270-75,34628,3270,75,CS,2501,04,Lab,Lab for CS 2500,Rebecca MacKenzie
35435-3270-75,35435,3270,75,CS,2501,05,Lab,Lab for CS 2500,Rebecca MacKenzie
35436-3270-75,35436,3270,75,CS,2501,06,Lab,Lab for CS 2500,Rebecca MacKenzie
33142-1567-75,33142,1567,75,CS,2510,01,Lecture,Fundamentals of Computer Sci 2,Benjamin Lerner
33141-1498-75,33141,1498,75,CS,2510,02,Lecture,Fundamentals of Computer Sci 2,Jan Vitek
33884-2310-75,33884,2310,75,CS,2510,03,Lecture,Fundamentals of Computer Sci 2,Nada Naji
34455-1567-75,34455,1567,75,CS,2510,04,Lecture,Fundamentals of Computer Sci 2,Benjamin Lerner
35046-2969-75,35046,2969,75,CS,2510,05,Lecture,Fundamentals of Computer Sci 2,Clark Freifeld
35197-2969-75,35197,2969,75,CS,2510,06,Lecture,Fundamentals of Computer Sci 2,Clark Freifeld
33137-1567-75,33137,1567,75,CS,2511,01,Lab,Lab for CS 2510,Benjamin Lerner
33481-1567-75,33481,1567,75,CS,2511,02,Lab,Lab for CS 2510,Benjamin Lerner
33136-3270-75,33136,3270,75,CS,2511,03,Lab,Lab for CS 2510,Rebecca MacKenzie
33135-3270-75,33135,3270,75,CS,2511,04,Lab,Lab for CS 2510,Rebecca MacKenzie
33885-3270-75,33885,3270,75,CS,2511,05,Lab,Lab for CS 2510,Rebecca MacKenzie
33958-3270-75,33958,3270,75,CS,2511,06,Lab,Lab for CS 2510,Rebecca MacKenzie
34629-3270-75,34629,3270,75,CS,2511,07,Lab,Lab for CS 2510,Rebecca MacKenzie
34630-3270-75,34630,3270,75,CS,2511,08,Lab,Lab for CS 2510,Rebecca MacKenzie
35198-3270-75,35198,3270,75,CS,2511,09,Lab,Lab for CS 2510,Rebecca MacKenzie
35199-3270-75,35199,3270,75,CS,2511,10,Lab,Lab for CS 2510,Rebecca MacKenzie
35708-3270-75,35708,3270,75,CS,2511,11,Lab,Lab for CS 2510,Rebecca MacKenzie
35709-1665-75,35709,1665,75,CS,2550,01,Lecture,Foundations of Cybersecurity,Christopher Wilson
32943-2348-75,32943,2348,75,CS,2800,01,Lecture,Logic and Computation,David Sprague
32942-2604-75,32942,2604,75,CS,2800,02,Lecture,Logic and Computation,Pete Manolios
34631-2348-75,34631,2348,75,CS,2800,03,Lecture,Logic and Computation,David Sprague
32903-2604-75,32903,2604,75,CS,2801,01,Lab,Lab for CS 2800,Pete Manolios
32886-2604-75,32886,2604,75,CS,2801,02,Lab,Lab for CS 2800,Pete Manolios
32885-2604-75,32885,2604,75,CS,2801,03,Lab,Lab for CS 2800,Pete Manolios
32884-2604-75,32884,2604,75,CS,2801,04,Lab,Lab for CS 2800,Pete Manolios
33525-2604-75,33525,2604,75,CS,2801,05,Lab,Lab for CS 2800,Pete Manolios
33528-2604-75,33528,2604,75,CS,2801,06,Lab,Lab for CS 2800,Pete Manolios
33523-2604-75,33523,2604,75,CS,2801,07,Lab,Lab for CS 2800,Pete Manolios
33526-2604-75,33526,2604,75,CS,2801,08,Lab,Lab for CS 2800,Pete Manolios
35710-2604-75,35710,2604,75,CS,2801,09,Lab,Lab for CS 2800,Pete Manolios
35711-2604-75,35711,2604,75,CS,2801,10,Lab,Lab for CS 2800,Pete Manolios
35712-2604-75,35712,2604,75,CS,2801,11,Lab,Lab for CS 2800,Pete Manolios
33261-1571-75,33261,1571,75,CS,3200,01,Lecture,Database Design,Kathleen Durant
35200-3684-75,35200,3684,75,CS,3200,02,Lecture,Database Design,Wolfgang Gatterbauer
35714-3664-75,35714,3664,75,CS,3200,03,Lecture,Database Design,Nathaniel Derbinsky
33276-2749-75,33276,2749,75,CS,3500,01,Lecture,Object-Oriented Design,Amit Shesh
34869-2969-75,34869,2969,75,CS,3500,02,Lecture,Object-Oriented Design,Clark Freifeld
35201-3423-75,35201,3423,75,CS,3520,01,Lecture,Programming in C++,Vidoje Mihajlovikj
34256-2382-75,34256,2382,75,CS,3540,01,Lecture,Game Programming,Seth Cooper
35715-532-75,35715,532,75,CS,3650,01,Lecture,Computer Systems,Gene Cooperman
35716-2398-75,35716,2398,75,CS,3650,02,Lecture,Computer Systems,Nathaniel Tuck
34632-1570-75,34632,1570,75,CS,3700,01,Lecture,Networks  Distributed Systems,David Choffnes
35717-3483-75,35717,3483,75,CS,3740,01,Lecture,Systems Security,Long Lu
33275-3311-75,33275,3311,75,CS,3800,01,Lecture,Theory of Computation,Walter Schnyder
35718-515-75,35718,515,75,CS,3800,02,Lecture,Theory of Computation,William Clinger
33118-1525-75,33118,1525,75,CS,4100,01,Lecture,Artificial Intelligence,Robert Platt
36159-2770-75,36159,2770,75,CS,4100,02,Lecture,Artificial Intelligence,Stacy Marsella
34719-2299-75,34719,2299,75,CS,4120,01,Lecture,Natural Language Processing,Lu Wang
34870-2309-75,34870,2309,75,CS,4150,01,Lecture,Game Artificial Intelligence,Kevin Gold
35997-3752-75,35997,3752,75,CS,4170,01,Lecture,Law and Ethics Digital Tech,Woodrow Hartzog
35305-3102-75,35305,3102,75,CS,4240,01,Lecture,Large-Scale Parallel Data Proc,Heather Miller
33480-3666-75,33480,3666,75,CS,4300,01,Lecture,Computer Graphics,Michael Shah
33260-737-75,33260,737,75,CS,4400,01,Lecture,Programming Languages,Eliyahu Barzilay
34867-1125-75,34867,1125,75,CS,4410,01,Lecture,Compilers,Olin Shivers III
33259-2099-75,33259,2099,75,CS,4500,01,Lecture,Software Development,Michael Weintraub
34865-1679-75,34865,1679,75,CS,4500,02,Lecture,Software Development,Jose Annunziato
35719-3664-75,35719,3664,75,CS,4500,03,Lecture,Software Development,Nathaniel Derbinsky
36005-2099-75,36005,2099,75,CS,4501,01,Recitation/Discussion,Recitation for CS 4500,Michael Weintraub
36006-2099-75,36006,2099,75,CS,4501,02,Recitation/Discussion,Recitation for CS 4500,Michael Weintraub
36007-2099-75,36007,2099,75,CS,4501,03,Recitation/Discussion,Recitation for CS 4500,Michael Weintraub
36008-2099-75,36008,2099,75,CS,4501,04,Recitation/Discussion,Recitation for CS 4500,Michael Weintraub
36009-2099-75,36009,2099,75,CS,4501,05,Recitation/Discussion,Recitation for CS 4500,Michael Weintraub
33011-2398-75,33011,2398,75,CS,4550,01,Lecture,Web Development,Nathaniel Tuck
35202-2398-75,35202,2398,75,CS,4550,02,Lecture,Web Development,Nathaniel Tuck
35720-2563-75,35720,2563,75,CS,4620,01,Lecture,Building Extensible Systems,Matthias Felleisen
33715-1248-75,33715,1248,75,CS,4740,01,Lecture,Network Security,William Robertson
35935-3136-75,35935,3136,75,CS,4770,01,Lecture,Cryptography,Alina Oprea
33258-2337-75,33258,2337,75,CS,4800,01,Lecture,Algorithms  Data,Jonathan Ullman
34731-3093-75,34731,3093,75,CS,4800,02,Lecture,Algorithms  Data,Huy Nguyen
35721-3438-75,35721,3438,75,CS,4800,03,Lecture,Algorithms  Data,Or Beit Aharon
34257-3666-75,34257,3666,75,CS,4850,01,Lecture,Building Game Engines,Michael Shah
35389-1239-75,35389,1239,75,CS,5001,01,Lecture,Intensive Foundations of CS,Leena Razzaq
36043-3293-75,36043,3293,75,CS,5001,02,Lecture,Intensive Foundations of CS,Maria Zontak
36104-3885-75,36104,3885,75,CS,5001,03,Lecture,Intensive Foundations of CS,Tiffani Williams
36111-3691-75,36111,3691,75,CS,5001,04,Lecture,Intensive Foundations of CS,Edward Katz
35390-3438-75,35390,3438,75,CS,5002,01,Lecture,Discrete and Data Structures,Or Beit Aharon
36044-3296-75,36044,3296,75,CS,5002,02,Lecture,Discrete and Data Structures,Adrienne Slaughter
36044-3159-75,36044,3159,75,CS,5002,02,Lecture,Discrete and Data Structures,Marlin Eller
36105-3885-75,36105,3885,75,CS,5002,03,Lecture,Discrete and Data Structures,Tiffani Williams
36112-3691-75,36112,3691,75,CS,5002,04,Lecture,Discrete and Data Structures,Edward Katz
35391-1239-75,35391,1239,75,CS,5003,01,Recitation/Discussion,Recitation for CS 5001,Leena Razzaq
36081-3293-75,36081,3293,75,CS,5003,02,Recitation/Discussion,Recitation for CS 5001,Maria Zontak
36106-3885-75,36106,3885,75,CS,5003,03,Recitation/Discussion,Recitation for CS 5001,Tiffani Williams
36113-3691-75,36113,3691,75,CS,5003,04,Recitation/Discussion,Recitation for CS 5001,Edward Katz
35403-2749-75,35403,2749,75,CS,5004,01,Lecture,Object-Oriented Design,Amit Shesh
36018-3293-75,36018,3293,75,CS,5004,02,Lecture,Object-Oriented Design,Maria Zontak
36101-3373-75,36101,3373,75,CS,5004,03,Lecture,Object-Oriented Design,Philip Gust
35404-2749-75,35404,2749,75,CS,5005,01,Recitation/Discussion,Recitation for CS 5004,Amit Shesh
36019-3293-75,36019,3293,75,CS,5005,02,Recitation/Discussion,Recitation for CS 5004,Maria Zontak
36020-3293-75,36020,3293,75,CS,5005,03,Recitation/Discussion,Recitation for CS 5004,Maria Zontak
36102-3373-75,36102,3373,75,CS,5005,04,Recitation/Discussion,Recitation for CS 5004,Philip Gust
36175-3293-75,36175,3293,75,CS,5005,05,Recitation/Discussion,Recitation for CS 5004,Maria Zontak
35343-1239-75,35343,1239,75,CS,5007,01,Lecture,Computer Systems,Leena Razzaq
36021-3296-75,36021,3296,75,CS,5007,02,Lecture,Computer Systems,Adrienne Slaughter
36021-2694-75,36021,2694,75,CS,5007,02,Lecture,Computer Systems,Joseph Buck
36103-3373-75,36103,3373,75,CS,5007,03,Lecture,Computer Systems,Philip Gust
34099-1671-75,34099,1671,75,CS,5100,01,Lecture,Fndtns Artificial Intellegence,David Smith
36028-3628-75,36028,3628,75,CS,5100,02,Lecture,Fndtns Artificial Intellegence,Raman Chandrasekar
36068-3691-75,36068,3691,75,CS,5100,03,Lecture,Fndtns Artificial Intellegence,Edward Katz
36158-2770-75,36158,2770,75,CS,5100,04,Lecture,Fndtns Artificial Intellegence,Stacy Marsella
34833-2309-75,34833,2309,75,CS,5150,01,Lecture,Game Artificial Intelligence,Kevin Gold
33988-1679-75,33988,1679,75,CS,5200,01,Lecture,Database Management Sys,Jose Annunziato
35982-3424-75,35982,3424,75,CS,5200,02,Lecture,Database Management Sys,Sara Arunagiri
35959-2348-75,35959,2348,75,CS,5340,01,Lecture,Computer/Human Interaction,David Sprague
33596-737-75,33596,737,75,CS,5400,01,Lecture,Principles of Programming Lang,Eliyahu Barzilay
33668-2099-75,33668,2099,75,CS,5500,01,Lecture,Managing Software Development,Michael Weintraub
34980-1679-75,34980,1679,75,CS,5500,02,Lecture,Managing Software Development,Jose Annunziato
33987-2113-75,33987,2113,75,CS,5600,01,Lecture,Computer Systems,Kapil Arya
36017-2290-75,36017,2290,75,CS,5600,02,Lecture,Computer Systems,Vinayak Rao
36069-3774-75,36069,3774,75,CS,5600,03,Lecture,Computer Systems,Jonathan Rafkind
33549-2398-75,33549,2398,75,CS,5610,01,Lecture,Web Development,Nathaniel Tuck
34410-2398-75,34410,2398,75,CS,5610,02,Lecture,Web Development,Nathaniel Tuck
36067-3373-75,36067,3373,75,CS,5610,03,Lecture,Web Development,Philip Gust
36116-2724-75,36116,2724,75,CS,5610,04,Lecture,Web Development,Ming Huo
35996-3784-75,35996,3784,75,CS,5770,01,Lecture,Software Vulnerabilities,Kaan Onarlioglu
36022-2906-75,36022,2906,75,CS,5770,02,Lecture,Software Vulnerabilities,Tamara Bonaci
33550-402-75,33550,402,75,CS,5800,01,Lecture,Algorithms,Virgil Pavlu
34200-2749-75,34200,2749,75,CS,5800,02,Lecture,Algorithms,Amit Shesh
34220-515-75,34220,515,75,CS,5800,03,Lecture,Algorithms,William Clinger
36023-1803-75,36023,1803,75,CS,5800,04,Lecture,Algorithms,Zhifeng Sun
36075-3373-75,36075,3373,75,CS,5800,05,Lecture,Algorithms,Philip Gust
36155-3830-75,36155,3830,75,CS,5800,06,Lecture,Algorithms,Neal Young
34263-3666-75,34263,3666,75,CS,5850,01,Lecture,Building Game Engines,Michael Shah
34140-2299-75,34140,2299,75,CS,6120,01,Lecture,Natural Language Processing,Lu Wang
34141-3129-75,34141,3129,75,CS,6140,01,Lecture,Machine Learning,Christopher Amato
36024-2180-75,36024,2180,75,CS,6140,02,Lecture,Machine Learning,Kevin Small
36077-3873-75,36077,3873,75,CS,6140,03,Lecture,Machine Learning,Bilal Ahmed
